"ID","X","Y","Z"
100,-12.6461,13.8817,320.931
100,-12.5123,13.99,321.265
100,-12.5332,13.9183,320.885
100,-12.7434,13.87,321.017
100,-12.7154,13.9851,320.992
100,-12.6694,14.0044,321.079
100,-12.5765,13.9237,321.02
100,-12.5021,13.916,321.399
100,-12.4769,13.9449,321.399
100,-12.5509,13.9515,320.956
100,-12.6144,13.9047,320.991
100,-12.622,13.8798,320.954
100,-12.5718,13.9222,321.033
100,-12.4923,14.076,321.703
100,-12.3659,14.4757,322.568
100,-12.5631,13.9207,321.002
100,-12.5729,13.9304,320.975
100,-12.5159,14.1315,321.802
100,-12.4987,14.1729,321.981
100,-12.5493,13.9175,320.862
100,-12.4679,14.0875,321.74
100,-12.2171,14.5657,321.815
100,-12.27,14.4674,321.936
100,-12.4465,13.9618,321.517
100,-12.5086,13.8117,320.938
100,-12.4599,14.025,322.024
100,-12.4666,13.9701,321.832
100,-12.5368,13.8671,321.058
100,-12.691,13.9087,320.964
100,-12.7022,13.9591,320.973
100,-12.6691,13.8812,320.964
100,-12.7113,13.6344,321.091
100,-12.6551,13.7435,321.031
100,-12.5518,13.7861,320.847
100,-12.5026,13.7484,321.015
100,-12.3035,14.102,321.904
100,-12.2805,13.766,321.8
100,-12.2837,13.9406,322.193
100,-12.446,13.5156,322.186
100,-12.4917,13.4049,321.495
100,-12.3464,13.5876,322.334
100,-12.2456,13.4278,321.852
100,-12.2498,13.2919,321.808
100,-12.1829,13.0417,321.397
100,-12.1973,13.4575,321.635
100,-12.2534,13.5639,321.946
100,-12.3294,13.6487,321.933
100,-12.4888,13.3934,320.976
100,-12.4878,13.6251,321.357
100,-12.6788,13.6072,320.593
100,-13.0901,13.3622,321.008
100,-13.0659,13.2969,321.307
100,-12.972,13.4538,321.883
100,-12.9645,13.5131,321.902
100,-13.0359,13.5137,321.994
100,-13.2018,13.3823,320.954
100,-13.0951,13.4085,321.024
100,-13.0703,13.482,321.625
100,-13.048,13.5343,322.081
100,-12.9939,13.5471,322.223
100,-12.8287,13.4467,321.521
100,-12.3704,13.7726,322.447
100,-12.27,13.8813,322.16
100,-12.1666,13.9898,322.027
100,-12.2945,13.9305,322.266
100,-12.306,13.8485,322.372
100,-12.1122,13.7733,321.363
100,-11.9878,13.9197,321.514
100,-11.8942,13.8581,321.739
100,-11.8692,13.7539,321.711
100,-11.8827,13.8123,321.652
100,-12.0508,13.8416,321.244
100,-12.1142,13.8173,321.313
100,-12.1147,13.7937,321.349
100,-12.1402,13.7086,321.156
100,-12.2546,13.7552,321.73
100,-12.2992,13.9464,322.081
100,-12.0955,14.0325,321.532
100,-12.292,13.8742,322.212
100,-12.3055,14.0585,322.244
100,-12.5457,13.7105,322.172
100,-12.5679,13.6942,322.208
100,-12.6084,13.5163,322.017
100,-12.709,13.5824,321.63
100,-12.7873,13.744,321.578
100,-12.7135,13.9062,321.709
100,-12.7161,13.8441,321.648
100,-12.7834,14.0717,321.912
100,-12.8647,13.8522,321.698
100,-12.7302,13.9965,321.698
100,-12.6016,14.0361,321.871
"Mittelwert",-11.3153500491,13.5297137592,320.7750540541
"Std.-Abweichung",2.1993023429,0.7705736483,0.9990609147
