"ID","X","Y","Z"
100,6.65439,53.4182,545.17
100,6.71624,53.6016,546.067
100,6.72145,53.5265,544.133
100,6.7084,53.5328,545.466
100,6.70859,53.5281,545.614
100,6.74806,53.6307,544.482
100,6.6545,53.539,543.505
100,6.54078,52.8639,541.356
100,6.51275,52.4788,542.588
100,6.50012,52.4174,541.989
100,6.50761,52.7536,542.909
100,6.53136,52.666,543.164
100,6.55876,52.4112,543.233
100,6.61485,52.7727,542.943
100,6.60807,53.0869,542.427
100,6.67831,53.4218,544.193
100,6.73642,53.5742,543.921
100,6.77689,53.725,543.222
100,6.74403,53.9195,544.176
100,6.65033,53.3993,544.174
100,6.73616,52.583,543.862
100,6.71144,52.776,544.332
100,6.70814,53.5341,545.477
100,6.75094,53.7818,544.127
100,6.68865,52.7538,544.591
100,6.55148,52.4852,543.023
100,6.53551,52.7769,541.362
100,6.52836,53.056,541.831
100,6.56793,52.8762,541.91
100,6.5239,52.448,542.79
100,6.63253,52.611,543.75
100,6.62325,53.2592,542.855
100,6.74008,53.7311,543.812
100,6.77833,53.7079,544.494
100,6.71709,53.5875,544.163
100,6.64695,53.5493,544.129
100,6.60618,53.1531,543.006
100,6.61906,52.891,542.399
100,6.65376,53.5143,544.741
100,6.79127,53.8003,543.724
100,6.77067,53.752,544.666
100,6.70555,53.5872,545.521
100,6.72775,53.6016,544.846
100,6.71907,53.8713,543.673
100,6.64086,53.2496,543.306
100,6.6245,53.131,542.714
100,6.60336,53.52,543.392
100,6.62526,53.8536,543.006
100,6.6513,53.7533,543.833
100,6.59136,53.3609,544.478
100,6.53988,53.2752,543.174
100,6.58716,53.7482,543.892
100,6.60266,53.7407,543.619
100,6.58108,53.3905,543.921
100,6.55668,53.3806,543.269
100,6.54468,53.0015,542.201
100,6.50894,52.63,543.289
100,6.50727,52.0186,541.843
100,6.48228,51.877,540.82
100,6.49489,52.3441,542.117
100,6.53222,52.7931,541.924
100,6.47782,52.8186,541.31
100,6.52407,52.7163,542.278
100,6.44414,52.7931,540.997
100,6.49283,53.2729,542.578
100,6.4467,52.9804,541.755
100,6.18854,52.4598,546.109
100,6.17855,52.5418,546.341
100,6.34206,53.3247,544.455
100,6.30295,53.0898,544.512
100,6.29984,52.157,546.738
100,6.24863,51.598,546.133
100,6.14989,52.4774,546.755
100,6.14802,53.2317,546.044
100,5.99335,52.2122,545.229
100,6.16088,52.2618,545.759
100,6.19843,53.16,546.365
100,6.19282,53.6904,546.858
100,6.13092,53.2162,546.539
100,6.14588,52.2512,546.088
100,6.27276,52.1319,544.694
100,6.54943,52.8096,543.605
100,6.45983,52.9418,542.537
100,6.16276,51.942,545.827
100,6.19742,51.5562,546.534
100,6.14614,52.624,547.136
100,6.08358,53.5665,544.409
100,5.88523,53.4834,544.334
100,5.82525,52.5449,543.966
100,5.88214,53.4866,542.051
100,5.80622,54.0556,542.688
100,5.71511,53.4316,543.094
100,5.53028,53.1965,542.755
100,5.46162,53.8378,541.759
100,5.5674,54.097,542.589
100,5.72174,53.5654,544.168
100,5.91645,53.6111,542.27
100,5.99964,54.0868,543.986
100,6.01798,53.5695,544.855
100,6.02167,53.209,544.741
100,6.0694,53.5105,543.871
"Mittelwert",6.5588245305,52.9586924883,543.2335751174
"Std.-Abweichung",0.4365738882,1.0375097427,2.1314113082
