"ID","X","Y","Z"
100,-3.92562,60.5325,637.995
100,-3.93008,60.5898,638.145
100,-3.81068,60.6214,636.303
100,-3.60986,60.2239,635.533
100,-3.70992,60.6145,636.049
100,-3.85027,60.7469,635.942
100,-3.84215,60.6917,637.067
100,-3.71182,60.4475,635.714
100,-3.66887,60.2394,635.736
100,-3.52723,60.6959,634.772
100,-3.5774,60.3324,634.998
100,-3.56831,60.078,634.384
100,-3.48578,61.0301,636.033
100,-3.76077,60.883,636.521
100,-3.79633,60.7144,635.555
100,-3.80671,60.6438,636.909
100,-3.67191,60.9045,635.958
100,-3.33996,61.1282,637.161
100,-3.3748,60.7293,637.329
100,-3.62048,60.8091,634.943
100,-3.60955,61.536,635.078
100,-3.70972,61.0424,635.817
100,-3.70799,60.403,635.352
100,-3.70259,60.8369,635.571
100,-3.60469,61.3989,634.632
100,-3.64188,60.762,635.024
100,-3.33517,60.7001,637.22
100,-3.2239,61.3837,639.832
100,-3.26344,61.327,638.146
100,-3.24706,60.5541,637.208
100,-3.24916,60.5261,637.073
100,-3.19635,61.1095,639.766
100,-3.1085,61.66,641.71
100,-3.122,60.7659,639.03
100,-3.17943,60.8404,638.75
100,-3.19681,61.1764,639.244
100,-3.27701,61.3123,637.804
100,-3.1927,60.7325,638.341
100,-3.27139,60.6721,636.987
100,-3.38612,61.0678,636.306
100,-3.20597,61.0905,638.676
100,-3.33595,60.5752,636.148
100,-3.35046,60.7985,637.076
100,-3.58756,61.5531,636.135
100,-3.70734,60.9463,635.484
100,-3.72106,60.4314,634.639
100,-3.87485,60.7363,636.791
100,-3.81569,60.6688,636.148
100,-3.4921,61.4273,635.855
100,-3.64269,60.7017,636.088
100,-3.79169,60.3617,635.092
100,-3.76934,60.6264,635.284
100,-3.69586,61.1607,636.356
100,-3.67684,60.6419,635.675
100,-3.69693,60.4079,635.906
100,-3.74078,60.8365,635.667
100,-3.53623,61.1357,636.885
100,-3.37502,60.5724,636.467
100,-3.43044,60.7251,636.459
100,-3.44973,60.6886,636.512
100,-3.34172,61.5805,637.073
100,-3.26941,61.0299,638.576
100,-3.41257,60.8925,636.797
100,-3.64119,61.0616,637.125
100,-3.56019,61.336,636.215
100,-3.44848,60.847,635.908
100,-3.43081,60.6022,635.816
100,-3.56243,60.8532,636.13
100,-3.75267,60.8836,636.557
100,-3.71841,60.5259,636.322
100,-3.64093,60.58,635.929
100,-3.59993,61.0681,637.178
100,-3.31091,61.0368,637.034
100,-3.19367,60.7617,639.965
100,-3.2423,60.5878,637.366
100,-3.30368,60.7465,637.674
100,-3.43735,61.0534,637.635
100,-3.40711,60.7676,636.519
100,-3.24086,60.7384,638.281
100,-3.28861,60.9336,637.418
100,-3.31798,60.8074,638.363
100,-3.29343,60.6871,638.835
100,-3.39801,60.7716,636.417
100,-3.29139,61.1773,637.652
100,-3.31392,61.1085,637.079
100,-3.62199,60.2861,636.059
100,-3.53482,60.8841,637.003
100,-3.51367,61.0994,636.523
100,-3.41536,60.6688,636.138
100,-3.47519,60.7113,636.594
100,-3.6411,61.0762,637.09
100,-3.69322,60.4212,636.084
100,-3.56888,60.4775,636.451
100,-3.46365,60.5534,636.525
100,-3.39997,60.8488,636.484
100,-3.4207,60.7253,635.827
100,-3.40372,60.541,637.228
100,-3.40601,60.6455,636.479
100,-3.44531,60.855,636.525
100,-3.41211,60.5118,637.273
100,-3.43556,60.5249,637.018
100,-3.38931,60.6622,636.101
100,-3.39083,60.7325,636.817
100,-3.1681,60.5297,640.296
100,-3.16177,60.7151,639.999
100,-3.31323,60.8138,638.102
100,-3.13027,60.7543,639.977
100,-3.14811,60.6225,641.039
100,-3.16484,60.6753,639.986
100,-3.16963,60.7732,639.471
100,-3.04231,60.8003,639.649
100,-3.03176,60.7844,640.545
100,-3.15091,61.062,639.785
100,-3.17155,60.8374,639.143
100,-3.14811,60.6225,641.039
100,-3.03542,60.7517,641.219
100,-2.98138,61.2312,640.629
100,-2.877,61.0678,639.457
100,-2.84437,60.7548,639.742
100,-2.86136,60.9602,639.09
100,-2.81547,61.1029,638.706
100,-2.8343,60.92,638.939
100,-2.84194,60.629,639.203
100,-2.86558,61.0099,639.44
100,-2.85707,61.0818,638.669
100,-2.76873,60.5453,638.084
100,-2.70311,60.5982,637.269
100,-2.862,60.9636,639.128
100,-2.73409,60.8573,637
100,-2.67516,60.6589,636.502
100,-2.8394,60.9248,639.385
100,-2.89436,60.9623,639.028
100,-2.84347,61.068,639.481
100,-2.49243,60.3719,635.142
100,-2.49422,60.2185,635.355
100,-2.63246,60.5544,636.634
100,-2.58432,60.8927,635.699
100,-2.68063,60.7736,635.867
100,-2.8429,60.7938,639.714
100,-2.90846,60.6142,640.33
100,-2.43026,60.6948,636.07
100,-2.47653,60.5913,636.324
100,-2.54862,59.9597,636.378
100,-2.45181,60.4104,635.987
100,-2.32432,60.7873,636.796
100,-2.20251,60.5692,636.962
100,-2.29685,60.4959,635.777
100,-2.3578,60.5835,635.828
100,-2.32552,60.9345,636.962
100,-2.12519,60.5794,636.8
100,-2.24635,60.5035,636.885
100,-2.20312,60.5779,636.22
100,-2.303,60.8428,636.161
100,-2.10469,60.6098,638.603
100,-2.08565,60.4276,638.553
100,-2.22349,60.57,635.643
100,-2.26109,60.7279,637.025
100,-2.07877,60.7368,638.719
100,-1.99241,60.7828,640.193
100,-2.0442,60.6976,639.371
100,-2.17568,60.682,637.638
100,-2.13145,60.5767,636.921
100,-2.17386,60.4884,637.684
100,-2.23896,60.507,637.526
100,-1.90151,60.8901,639.285
100,-2.05944,60.4147,639.345
100,-2.05494,60.3945,639.631
100,-2.06075,60.5116,639.037
100,-1.89437,60.9472,640.074
100,-1.91367,60.5151,640.228
100,-1.94697,60.4859,640.251
100,-2.01998,60.5256,639.533
100,-1.88268,60.9577,639.437
100,-1.89328,60.8953,639.944
100,-1.86613,60.8638,640.141
100,-1.82878,60.9656,640.169
100,-1.79399,60.9768,638.782
100,-1.76543,60.9237,638.962
100,-1.95422,60.4294,641.105
100,-1.86417,60.9112,640.14
100,-1.90725,60.8865,639.678
100,-1.5334,60.5649,637
100,-1.72625,60.7096,639.705
100,-1.75843,60.9828,638.718
100,-1.89317,61.144,640.109
100,-1.70554,60.7274,639.581
100,-1.69129,60.8016,638.921
100,-1.69302,61.176,638.964
100,-1.65799,61.3145,639.164
100,-1.8042,61.0411,639.51
100,-1.90851,60.5476,639.822
100,-1.60673,61.0125,638.46
100,-1.44355,60.8628,635.755
100,-1.48924,60.6464,636.626
100,-1.46684,60.5451,638.441
100,-1.35621,60.7265,636.499
100,-1.37873,60.6275,636.414
100,-1.45304,60.4228,637.81
100,-1.21648,60.6058,638.514
100,-1.27186,60.6793,637.971
100,-1.49149,60.4788,638.86
100,-1.7057,60.4879,640.748
100,-1.81543,60.8245,641.044
100,-1.90569,60.7083,641.27
100,-1.94656,60.7944,641.519
100,-1.83257,60.5315,640.855
100,-1.65264,60.8116,639.762
100,-1.93799,60.6597,639.672
100,-2.28697,60.7781,636.041
100,-2.7406,61.1417,637.025
100,-3.02582,61.5985,640.505
100,-3.50326,61.0711,635.183
100,-3.89897,61.1286,636.939
100,-4.26605,60.923,638.519
100,-4.39178,60.3375,636.856
100,-4.47915,60.2629,634.906
"Mittelwert",-3.2496872937,60.6874564356,637.355640264
"Std.-Abweichung",1.0551674389,0.6579352119,2.1197640705
